Horario;Conta;Instrumento;Lado;Qtd Ordem;Qtd Execucao Atual;Qtd Exec Acumulada;Preco Executado;Notional Ordem;Notional Exec Atual;Notional Exec Acumulada;Entering Trader
20250629-21:24:16.120;ACC004;ABEV3;Buy;912;0;912;224.43326331595267;204683.13614414883;0.0;204683.13614414883;ANA
20250629-21:24:16.120;ACC002;WEGE3;Buy;857;0;857;265.4282054521242;227471.97207247044;0.0;227471.97207247044;ANA
20250629-21:24:16.120;ACC001;VALE3;Buy;203;0;203;67.61497910127426;13725.840757558675;0.0;13725.840757558675;MARIA
20250629-21:24:16.120;ACC007;ABEV3;Buy;968;0;968;123.90189626402409;119937.03558357531;0.0;119937.03558357531;CARLOS
20250629-21:24:16.120;ACC009;WEGE3;Buy;433;0;433;226.61880495585777;98125.94254588641;0.0;98125.94254588641;PAULO
20250629-21:24:16.120;ACC001;MGLU3;Buy;853;0;853;261.83359755406417;223344.05871361675;0.0;223344.05871361675;JOSE
20250629-21:24:16.120;ACC005;BBDC4;Buy;769;0;769;247.8764244020715;190616.970365193;0.0;190616.970365193;CARLOS
20250629-21:24:16.120;ACC004;ABEV3;Sell;456;0;456;279.28513322808885;127354.02075200851;0.0;127354.02075200851;JOSE
20250629-21:24:16.120;ACC003;BBDC4;Buy;958;0;958;189.76010526432108;181790.1808432196;0.0;181790.1808432196;JOSE
20250629-21:24:16.120;ACC010;PETR4;Buy;894;0;894;418.8810173043533;374479.62947009184;0.0;374479.62947009184;MARIA
20250629-21:24:16.120;ACC002;RENT3;Buy;376;0;376;396.8493933282397;149215.37189141815;0.0;149215.37189141815;PAULO
20250629-21:24:16.120;ACC009;BBAS3;Buy;151;0;151;388.9519317566903;58731.741695260236;0.0;58731.741695260236;CARLOS
20250629-21:24:16.120;ACC004;RENT3;Buy;989;0;989;339.6782341832759;335941.77360725985;0.0;335941.77360725985;JOSE
20250629-21:24:16.120;ACC008;MGLU3;Buy;255;0;255;135.081236514933;34445.71531130792;0.0;34445.71531130792;ANA
20250629-21:24:16.120;ACC006;LREN3;Buy;119;0;119;299.43278176423223;35632.50102994363;0.0;35632.50102994363;CARLOS
20250629-21:24:16.120;ACC010;WEGE3;Sell;391;0;391;246.75226261092976;96480.13468087354;0.0;96480.13468087354;CARLOS
20250629-21:24:16.120;ACC003;VALE3;Sell;543;0;543;376.3187881477009;204341.10196420157;0.0;204341.10196420157;MARIA
20250629-21:24:16.120;ACC007;ABEV3;Sell;800;0;800;340.9419043063027;272753.5234450422;0.0;272753.5234450422;ANA
20250629-21:24:16.120;ACC001;BBAS3;Sell;457;0;457;244.7122420024317;111833.49459511129;0.0;111833.49459511129;CARLOS
20250629-21:24:16.120;ACC010;ITUB4;Buy;181;0;181;252.0731971216728;45625.24867902278;0.0;45625.24867902278;CARLOS
20250629-21:24:16.120;ACC003;PETR4;Buy;190;0;190;73.02366206679163;13874.49579269041;0.0;13874.49579269041;PAULO
20250629-21:24:16.120;ACC002;BBDC4;Sell;561;0;561;116.91344232914605;65588.44114665093;0.0;65588.44114665093;JOSE
20250629-21:24:16.120;ACC001;ABEV3;Buy;882;0;882;394.3487878907922;347815.6309196787;0.0;347815.6309196787;MARIA
20250629-21:24:16.121;ACC007;VALE3;Sell;763;0;763;389.6865896585314;297330.86790945946;0.0;297330.86790945946;PAULO
20250629-21:24:16.121;ACC001;BBDC4;Sell;646;0;646;243.89163087898083;157553.99354782162;0.0;157553.99354782162;JOSE
20250629-21:24:16.121;ACC004;RENT3;Buy;964;0;964;287.22098938408453;276881.03376625746;0.0;276881.03376625746;ANA
20250629-21:24:16.121;ACC001;BBDC4;Buy;783;0;783;358.5017610550683;280706.87890611845;0.0;280706.87890611845;JOSE
20250629-21:24:16.121;ACC008;LREN3;Buy;817;0;817;312.6648605870731;255447.19109963873;0.0;255447.19109963873;ANA
20250629-21:24:16.121;ACC009;BBAS3;Sell;720;0;720;235.10053957480415;169272.38849385898;0.0;169272.38849385898;PAULO
20250629-21:24:16.121;ACC002;WEGE3;Buy;729;0;729;283.3170291587531;206538.114256731;0.0;206538.114256731;JOSE
20250629-21:24:16.121;ACC006;LREN3;Sell;292;0;292;241.52370761842477;70524.92262458004;0.0;70524.92262458004;ANA
20250629-21:24:16.121;ACC006;LREN3;Sell;371;0;371;254.93111652562226;94579.44423100585;0.0;94579.44423100585;CARLOS
20250629-21:24:16.121;ACC008;ITUB4;Buy;795;0;795;166.69724644527406;132524.3109239929;0.0;132524.3109239929;PAULO
20250629-21:24:16.121;ACC001;ABEV3;Buy;721;0;721;107.19330609759464;77286.37369636574;0.0;77286.37369636574;JOSE
20250629-21:24:16.121;ACC002;MGLU3;Buy;408;0;408;309.2470276262351;126172.78727150391;0.0;126172.78727150391;MARIA
20250629-21:24:16.121;ACC005;MGLU3;Sell;252;0;252;372.46407341888516;93860.94650155905;0.0;93860.94650155905;ANA
20250629-21:24:16.121;ACC002;WEGE3;Buy;545;0;545;243.2161436817167;132552.79830653558;0.0;132552.79830653558;JOSE
20250629-21:24:16.121;ACC003;ABEV3;Sell;696;0;696;325.76555927745846;226732.8292571111;0.0;226732.8292571111;PAULO
20250629-21:24:16.121;ACC005;VALE3;Sell;421;0;421;169.10448438883708;71192.98792770041;0.0;71192.98792770041;MARIA
20250629-21:24:16.121;ACC007;RENT3;Buy;472;0;472;229.88926832802616;108507.73465082835;0.0;108507.73465082835;PAULO
20250629-21:24:16.121;ACC008;BBAS3;Sell;911;0;911;242.15075275899858;220599.3357634477;0.0;220599.3357634477;MARIA
20250629-21:24:16.121;ACC007;RENT3;Sell;313;0;313;194.1330235210064;60763.636362075005;0.0;60763.636362075005;MARIA
20250629-21:24:16.121;ACC007;ITUB4;Sell;674;0;674;235.94061317517628;159023.9732800688;0.0;159023.9732800688;ANA
20250629-21:24:16.121;ACC009;BBDC4;Sell;258;0;258;320.2516509854687;82624.92595425092;0.0;82624.92595425092;JOSE
20250629-21:24:16.121;ACC009;VALE3;Sell;842;0;842;261.52011555737903;220199.93729931314;0.0;220199.93729931314;JOSE
20250629-21:24:16.121;ACC008;PETR4;Sell;496;0;496;205.89006256927658;102121.47103436118;0.0;102121.47103436118;PAULO
20250629-21:24:16.121;ACC008;PETR4;Buy;650;0;650;233.93874464134913;152060.18401687694;0.0;152060.18401687694;MARIA
20250629-21:24:16.121;ACC005;BBDC4;Sell;985;0;985;191.5581822965556;188684.80956210726;0.0;188684.80956210726;PAULO
20250629-21:24:16.121;ACC006;BBAS3;Sell;838;0;838;411.9424293980675;345207.7558355805;0.0;345207.7558355805;JOSE
20250629-21:24:16.121;ACC006;PETR4;Sell;401;0;401;285.5353545018932;114499.67715525918;0.0;114499.67715525918;ANA
20250629-21:24:16.121;ACC010;BBAS3;Buy;673;0;673;331.27522966947924;222948.22956755952;0.0;222948.22956755952;MARIA
20250629-21:24:16.121;ACC001;WEGE3;Sell;249;0;249;201.36013923430096;50138.67466934094;0.0;50138.67466934094;PAULO
20250629-21:24:16.121;ACC003;RENT3;Sell;580;0;580;280.30997282115584;162579.78423627038;0.0;162579.78423627038;MARIA
20250629-21:24:16.121;ACC005;BBAS3;Sell;911;0;911;406.1203195539192;369975.6111136204;0.0;369975.6111136204;JOSE
20250629-21:24:16.121;ACC005;PETR4;Sell;442;0;442;337.98963475877866;149391.41856338017;0.0;149391.41856338017;CARLOS
20250629-21:24:16.121;ACC007;ABEV3;Sell;105;0;105;160.65317636756788;16868.583518594627;0.0;16868.583518594627;CARLOS
20250629-21:24:16.121;ACC001;WEGE3;Sell;569;0;569;169.5633517396054;96481.54713983547;0.0;96481.54713983547;PAULO
20250629-21:24:16.121;ACC003;BBAS3;Sell;453;0;453;378.8714483307298;171628.7660938206;0.0;171628.7660938206;CARLOS
20250629-21:24:16.121;ACC009;WEGE3;Sell;155;0;155;297.10721135681086;46051.617760305686;0.0;46051.617760305686;CARLOS
20250629-21:24:16.121;ACC006;LREN3;Sell;990;0;990;106.92970840281173;105860.4113187836;0.0;105860.4113187836;MARIA
20250629-21:24:16.123;ACC005;WEGE3;Sell;522;0;522;145.560631116753;75982.64944294507;0.0;75982.64944294507;JOSE
20250629-21:24:16.123;ACC001;PETR4;Sell;563;0;563;416.90873571870975;234719.6182096336;0.0;234719.6182096336;ANA
20250629-21:24:16.123;ACC006;PETR4;Sell;362;0;362;228.65124290188209;82771.74993048131;0.0;82771.74993048131;MARIA
20250629-21:24:16.123;ACC003;RENT3;Sell;604;0;604;147.82454878990333;89286.02746910161;0.0;89286.02746910161;ANA
20250629-21:24:16.123;ACC005;BBDC4;Sell;603;0;603;343.6510446364492;207221.5799157789;0.0;207221.5799157789;MARIA
20250629-21:24:16.123;ACC003;PETR4;Sell;226;0;226;228.19544113632924;51572.16969681041;0.0;51572.16969681041;PAULO
20250629-21:24:16.123;ACC007;ITUB4;Buy;483;0;483;179.12958534515943;86519.58972171201;0.0;86519.58972171201;PAULO
20250629-21:24:16.123;ACC009;RENT3;Sell;795;0;795;286.7339957358797;227953.52661002436;0.0;227953.52661002436;MARIA
20250629-21:24:16.123;ACC004;ABEV3;Sell;583;0;583;195.47765937621708;113963.47541633455;0.0;113963.47541633455;PAULO
20250629-21:24:16.123;ACC003;BBDC4;Sell;120;0;120;366.3537063432749;43962.444761192986;0.0;43962.444761192986;PAULO
20250629-21:24:16.123;ACC006;ITUB4;Buy;131;0;131;450.06947372552224;58959.101058043416;0.0;58959.101058043416;CARLOS
20250629-21:24:16.123;ACC004;RENT3;Sell;278;0;278;228.62583237680775;63557.98140075256;0.0;63557.98140075256;PAULO
20250629-21:24:16.123;ACC004;BBAS3;Buy;198;0;198;324.58451227156945;64267.73342977075;0.0;64267.73342977075;PAULO
20250629-21:24:16.123;ACC003;VALE3;Sell;405;0;405;129.3589287243454;52390.36613335988;0.0;52390.36613335988;JOSE
20250629-21:24:16.123;ACC001;ITUB4;Sell;713;0;713;246.80977012863144;175975.36610171423;0.0;175975.36610171423;CARLOS
20250629-21:24:16.123;ACC008;MGLU3;Sell;123;0;123;387.33789098517497;47642.56059117652;0.0;47642.56059117652;ANA
20250629-21:24:16.123;ACC001;BBDC4;Sell;850;0;850;396.58676720524727;337098.7521244602;0.0;337098.7521244602;ANA
20250629-21:24:16.123;ACC007;BBDC4;Sell;655;0;655;134.8069616849694;88298.55990365495;0.0;88298.55990365495;JOSE
20250629-21:24:16.123;ACC002;PETR4;Buy;608;0;608;413.05161068978725;251135.37929939065;0.0;251135.37929939065;JOSE
20250629-21:24:16.123;ACC001;PETR4;Buy;198;0;198;297.6134771646888;58927.46847860838;0.0;58927.46847860838;PAULO
20250629-21:24:16.123;ACC002;PETR4;Sell;280;0;280;352.6274480380073;98735.68545064203;0.0;98735.68545064203;CARLOS
20250629-21:24:16.123;ACC005;MGLU3;Buy;582;0;582;260.3873862992789;151545.45882618031;0.0;151545.45882618031;PAULO
20250629-21:24:16.123;ACC003;PETR4;Sell;129;0;129;226.53159864497098;29222.576225201257;0.0;29222.576225201257;MARIA
20250629-21:24:16.123;ACC002;ITUB4;Sell;459;0;459;69.3508695077485;31832.04910405656;0.0;31832.04910405656;MARIA
20250629-21:24:16.123;ACC004;RENT3;Sell;544;0;544;370.3973600898854;201496.16388889766;0.0;201496.16388889766;PAULO
20250629-21:24:16.123;ACC004;LREN3;Sell;897;0;897;145.37962663581226;130405.5250923236;0.0;130405.5250923236;ANA
20250629-21:24:16.123;ACC005;RENT3;Sell;743;0;743;301.9389770314991;224340.65993440384;0.0;224340.65993440384;MARIA
20250629-21:24:16.123;ACC003;BBAS3;Buy;584;0;584;259.7411706022713;151688.84363172646;0.0;151688.84363172646;JOSE
20250629-21:24:16.123;ACC010;MGLU3;Sell;468;0;468;84.59970490091057;39592.661893626144;0.0;39592.661893626144;MARIA
20250629-21:24:16.123;ACC010;VALE3;Sell;666;0;666;278.9337862898999;185769.90166907333;0.0;185769.90166907333;PAULO
20250629-21:24:16.123;ACC009;ABEV3;Sell;937;0;937;363.0788039767559;340204.8393262203;0.0;340204.8393262203;ANA
20250629-21:24:16.123;ACC001;LREN3;Sell;157;0;157;193.60408738373883;30395.841719246997;0.0;30395.841719246997;JOSE
20250629-21:24:16.123;ACC008;MGLU3;Buy;230;0;230;478.0160738344446;109943.69698192226;0.0;109943.69698192226;CARLOS
20250629-21:24:16.123;ACC003;RENT3;Buy;976;0;976;61.15403898935837;59686.34205361377;0.0;59686.34205361377;ANA
20250629-21:24:16.123;ACC008;BBAS3;Sell;812;0;812;92.92039514608425;75451.3608586204;0.0;75451.3608586204;PAULO
20250629-21:24:16.123;ACC003;RENT3;Buy;607;0;607;229.05753371427613;139037.9229645656;0.0;139037.9229645656;CARLOS
20250629-21:24:16.123;ACC009;RENT3;Sell;220;0;220;202.55167666834427;44561.36886703574;0.0;44561.36886703574;ANA
20250629-21:24:16.123;ACC004;ITUB4;Buy;615;0;615;245.64918853413943;151074.25094849576;0.0;151074.25094849576;PAULO
20250629-21:24:16.124;ACC004;ABEV3;Sell;418;0;418;147.1065136349543;61490.522699410896;0.0;61490.522699410896;JOSE
20250629-21:24:16.124;ACC004;ITUB4;Sell;339;0;339;411.2064039945907;139398.97095416623;0.0;139398.97095416623;JOSE
20250629-21:24:16.124;ACC005;ABEV3;Sell;957;0;957;84.23639315882193;80614.22825299259;0.0;80614.22825299259;PAULO
20250629-21:24:16.124;ACC004;ITUB4;Buy;165;0;165;396.3636772184372;65400.00674104214;0.0;65400.00674104214;CARLOS
20250629-21:24:16.124;ACC003;BBDC4;Sell;795;0;795;274.6805637155099;218371.04815383037;0.0;218371.04815383037;JOSE
20250629-21:24:16.124;ACC002;MGLU3;Buy;735;0;735;295.62436464417146;217283.90801346602;0.0;217283.90801346602;CARLOS
20250629-21:24:16.124;ACC007;RENT3;Sell;770;0;770;112.22247932964466;86411.30908382639;0.0;86411.30908382639;PAULO
20250629-21:24:16.124;ACC006;BBDC4;Buy;615;0;615;200.7957093949255;123489.36127787919;0.0;123489.36127787919;PAULO
20250629-21:24:16.124;ACC006;ITUB4;Buy;879;0;879;94.0701547096975;82687.6659898241;0.0;82687.6659898241;ANA
20250629-21:24:16.124;ACC002;MGLU3;Sell;852;0;852;291.62388486414295;248463.54990424978;0.0;248463.54990424978;CARLOS
20250629-21:24:16.124;ACC007;WEGE3;Buy;175;0;175;159.5934022958511;27928.845401773942;0.0;27928.845401773942;JOSE
20250629-21:24:16.124;ACC004;ABEV3;Buy;787;0;787;321.8210745449702;253273.18566689154;0.0;253273.18566689154;CARLOS
20250629-21:24:16.124;ACC006;RENT3;Buy;560;0;560;349.00539050424584;195443.01868237767;0.0;195443.01868237767;PAULO
20250629-21:24:16.124;ACC010;WEGE3;Sell;423;0;423;101.54309059882696;42952.72732330381;0.0;42952.72732330381;JOSE
20250629-21:24:16.124;ACC004;PETR4;Sell;761;0;761;111.18222593583373;84609.67393716947;0.0;84609.67393716947;CARLOS
20250629-21:24:16.124;ACC004;ITUB4;Buy;517;0;517;141.47674145837902;73143.47533398196;0.0;73143.47533398196;MARIA
20250629-21:24:16.124;ACC001;WEGE3;Sell;883;0;883;208.21524640942238;183854.06257951996;0.0;183854.06257951996;CARLOS
20250629-21:24:16.124;ACC001;PETR4;Buy;322;0;322;326.1793730108564;105029.75810949576;0.0;105029.75810949576;JOSE
20250629-21:24:16.124;ACC006;ITUB4;Sell;965;0;965;133.64820694292018;128970.51969991798;0.0;128970.51969991798;PAULO
20250629-21:24:16.124;ACC004;VALE3;Sell;490;0;490;244.45353822348363;119782.23372950697;0.0;119782.23372950697;CARLOS
20250629-21:24:16.124;ACC010;PETR4;Buy;222;0;222;331.00798156445967;73483.77190731005;0.0;73483.77190731005;MARIA
20250629-21:24:16.124;ACC009;MGLU3;Buy;747;0;747;326.0104715236887;243529.82222819547;0.0;243529.82222819547;MARIA
20250629-21:24:16.124;ACC003;BBAS3;Buy;658;0;658;271.49023617634515;178640.5754040351;0.0;178640.5754040351;ANA
20250629-21:24:16.124;ACC001;LREN3;Buy;430;0;430;273.47010347520876;117592.14449433977;0.0;117592.14449433977;PAULO
20250629-21:24:16.124;ACC010;MGLU3;Buy;181;0;181;58.67942974058819;10620.976783046463;0.0;10620.976783046463;ANA
20250629-21:24:16.125;ACC001;WEGE3;Buy;372;0;372;306.68309392441466;114086.11093988226;0.0;114086.11093988226;MARIA
20250629-21:24:16.125;ACC004;PETR4;Buy;480;0;480;270.3543660849484;129770.09572077525;0.0;129770.09572077525;CARLOS
20250629-21:24:16.125;ACC008;PETR4;Buy;849;0;849;286.94930405775165;243619.95914503114;0.0;243619.95914503114;MARIA
20250629-21:24:16.125;ACC002;BBDC4;Buy;874;0;874;270.99200703083096;236847.01414494627;0.0;236847.01414494627;PAULO
20250629-21:24:16.125;ACC001;ABEV3;Buy;235;0;235;192.42009256250537;45218.721752188765;0.0;45218.721752188765;JOSE
20250629-21:24:16.125;ACC005;BBDC4;Buy;118;0;118;214.44515824574336;25304.528672997716;0.0;25304.528672997716;PAULO
20250629-21:24:16.125;ACC002;PETR4;Buy;304;0;304;349.82394812418244;106346.48022975145;0.0;106346.48022975145;MARIA
20250629-21:24:16.125;ACC003;BBAS3;Buy;863;0;863;43.5174161531237;37555.530140145755;0.0;37555.530140145755;MARIA
20250629-21:24:16.125;ACC003;ABEV3;Sell;773;0;773;310.28223676963466;239848.16902292758;0.0;239848.16902292758;JOSE
20250629-21:24:16.125;ACC002;RENT3;Sell;678;0;678;191.7590345728864;130012.62544041699;0.0;130012.62544041699;PAULO
20250629-21:24:16.125;ACC002;BBDC4;Sell;771;0;771;266.2215381322419;205256.8058999585;0.0;205256.8058999585;PAULO
20250629-21:24:16.125;ACC002;PETR4;Sell;287;0;287;32.63538704143493;9366.356080891825;0.0;9366.356080891825;ANA
20250629-21:24:16.125;ACC010;BBAS3;Sell;978;0;978;352.68470019680205;344925.6367924724;0.0;344925.6367924724;MARIA
20250629-21:24:16.125;ACC001;LREN3;Buy;367;0;367;100.55960722206908;36905.37585049935;0.0;36905.37585049935;MARIA
20250629-21:24:16.125;ACC010;BBAS3;Sell;251;0;251;88.11149078410988;22115.98418681158;0.0;22115.98418681158;JOSE
20250629-21:24:16.125;ACC005;WEGE3;Sell;957;0;957;41.53208756973221;39746.20780423373;0.0;39746.20780423373;JOSE
20250629-21:24:16.125;ACC008;BBAS3;Buy;999;0;999;57.05697047174918;56999.913501277435;0.0;56999.913501277435;JOSE
20250629-21:24:16.125;ACC004;RENT3;Sell;468;0;468;419.5045159288752;196328.1134547136;0.0;196328.1134547136;JOSE
20250629-21:24:16.125;ACC007;BBDC4;Sell;490;0;490;248.66558453185627;121846.13642060957;0.0;121846.13642060957;JOSE
20250629-21:24:16.125;ACC010;WEGE3;Sell;754;0;754;215.15586542150442;162227.52252781432;0.0;162227.52252781432;MARIA
20250629-21:24:16.125;ACC001;PETR4;Sell;499;0;499;175.17473765047714;87412.1940875881;0.0;87412.1940875881;JOSE
20250629-21:24:16.125;ACC007;PETR4;Sell;180;0;180;176.26117607393613;31727.011693308505;0.0;31727.011693308505;JOSE
20250629-21:24:16.125;ACC009;RENT3;Buy;174;0;174;279.53940579670757;48639.85660862712;0.0;48639.85660862712;ANA
20250629-21:24:16.125;ACC007;BBDC4;Buy;249;0;249;296.1795190158058;73748.70023493565;0.0;73748.70023493565;PAULO
20250629-21:24:16.125;ACC006;ABEV3;Sell;449;0;449;291.3922108072861;130835.10265247147;0.0;130835.10265247147;JOSE
20250629-21:24:16.125;ACC009;WEGE3;Sell;215;0;215;294.621161720552;63343.549769918674;0.0;63343.549769918674;ANA
20250629-21:24:16.125;ACC003;RENT3;Buy;142;0;142;196.01443214732782;27834.049364920553;0.0;27834.049364920553;ANA
20250629-21:24:16.125;ACC007;ITUB4;Sell;913;0;913;100.41070948544309;91674.97776020954;0.0;91674.97776020954;CARLOS
20250629-21:24:16.125;ACC006;BBDC4;Sell;943;0;943;227.95205201359286;214958.78504881807;0.0;214958.78504881807;MARIA
20250629-21:24:16.125;ACC004;RENT3;Sell;536;0;536;235.0030779745539;125961.64979436088;0.0;125961.64979436088;MARIA
20250629-21:24:16.125;ACC008;LREN3;Buy;358;0;358;185.96613340114297;66575.87575760919;0.0;66575.87575760919;PAULO
20250629-21:24:16.126;ACC003;ABEV3;Sell;662;0;662;150.5132150843523;99639.74838584123;0.0;99639.74838584123;JOSE
20250629-21:24:16.126;ACC004;VALE3;Buy;860;0;860;281.71893097361067;242278.28063730517;0.0;242278.28063730517;CARLOS
20250629-21:24:16.126;ACC002;MGLU3;Sell;529;0;529;194.94068614394368;103123.6229701462;0.0;103123.6229701462;MARIA
20250629-21:24:16.126;ACC005;RENT3;Buy;727;0;727;402.99040837200465;292974.0268864474;0.0;292974.0268864474;ANA
20250629-21:24:16.126;ACC003;BBAS3;Buy;273;0;273;174.48671831281092;47634.874099397384;0.0;47634.874099397384;MARIA
20250629-21:24:16.126;ACC002;BBAS3;Buy;384;0;384;328.3230576383144;126076.05413311275;0.0;126076.05413311275;CARLOS
20250629-21:24:16.126;ACC005;VALE3;Sell;784;0;784;339.46215182515505;266138.32703092153;0.0;266138.32703092153;ANA
20250629-21:24:16.126;ACC009;ITUB4;Sell;150;0;150;275.3101133209808;41296.51699814712;0.0;41296.51699814712;JOSE
20250629-21:24:16.126;ACC010;BBDC4;Buy;711;0;711;152.14229763030386;108173.17361514605;0.0;108173.17361514605;MARIA
20250629-21:24:16.126;ACC006;MGLU3;Buy;813;0;813;185.8458230204442;151092.65411562112;0.0;151092.65411562112;ANA
20250629-21:24:16.126;ACC003;LREN3;Buy;346;0;346;286.10903202061377;98993.72507913236;0.0;98993.72507913236;MARIA
20250629-21:24:16.126;ACC003;WEGE3;Buy;990;0;990;341.9059341800962;338486.8748382953;0.0;338486.8748382953;MARIA
20250629-21:24:16.126;ACC002;LREN3;Sell;714;0;714;37.25237660038522;26598.196892675045;0.0;26598.196892675045;MARIA
20250629-21:24:16.126;ACC004;ITUB4;Buy;427;0;427;58.14423578028467;24827.588678181553;0.0;24827.588678181553;PAULO
20250629-21:24:16.126;ACC005;BBAS3;Sell;571;0;571;113.30829836819042;64699.03836823673;0.0;64699.03836823673;PAULO
20250629-21:24:16.126;ACC008;BBDC4;Sell;291;0;291;291.8143471866798;84917.97503132382;0.0;84917.97503132382;PAULO
20250629-21:24:16.126;ACC003;VALE3;Sell;119;0;119;422.5010212130734;50277.62152435573;0.0;50277.62152435573;MARIA
20250629-21:24:16.126;ACC010;VALE3;Buy;857;0;857;275.7915468716631;236353.3556690153;0.0;236353.3556690153;CARLOS
20250629-21:24:16.126;ACC004;BBAS3;Buy;925;0;925;181.64112105675332;168018.0369774968;0.0;168018.0369774968;ANA
20250629-21:24:16.126;ACC002;MGLU3;Sell;927;0;927;299.883724686836;277992.21278469695;0.0;277992.21278469695;ANA
20250629-21:24:16.126;ACC006;WEGE3;Sell;599;0;599;337.57272572898904;202206.06271166445;0.0;202206.06271166445;ANA
20250629-21:24:16.126;ACC005;BBAS3;Sell;158;0;158;136.7831228553255;21611.733411141427;0.0;21611.733411141427;JOSE
20250629-21:24:16.126;ACC010;RENT3;Buy;402;0;402;300.6486962851201;120860.77590661828;0.0;120860.77590661828;ANA
20250629-21:24:16.126;ACC004;LREN3;Buy;566;0;566;185.18243237599893;104813.2567248154;0.0;104813.2567248154;JOSE
20250629-21:24:16.126;ACC003;VALE3;Buy;956;0;956;320.36138283537986;306265.4819906232;0.0;306265.4819906232;CARLOS
20250629-21:24:16.126;ACC001;PETR4;Buy;807;0;807;391.7796182391287;316166.15191897686;0.0;316166.15191897686;JOSE
20250629-21:24:16.126;ACC010;WEGE3;Buy;618;0;618;239.73501518654706;148156.23938528608;0.0;148156.23938528608;MARIA
20250629-21:24:16.126;ACC002;VALE3;Buy;433;0;433;381.44718674781666;165166.6318618046;0.0;165166.6318618046;MARIA
20250629-21:24:16.126;ACC006;ITUB4;Buy;547;0;547;176.4284362668143;96506.35463794741;0.0;96506.35463794741;CARLOS
20250629-21:24:16.126;ACC001;VALE3;Buy;987;0;987;125.17160492294448;123544.37405894621;0.0;123544.37405894621;PAULO
20250629-21:24:16.126;ACC006;RENT3;Buy;970;0;970;403.68181035307504;391571.3560424828;0.0;391571.3560424828;PAULO
20250629-21:24:16.126;ACC010;MGLU3;Sell;261;0;261;361.71267317992;94407.00769995911;0.0;94407.00769995911;ANA
20250629-21:24:16.126;ACC009;VALE3;Sell;462;0;462;410.46815361534004;189636.2869702871;0.0;189636.2869702871;CARLOS
20250629-21:24:16.126;ACC010;ABEV3;Sell;605;0;605;359.87273049910374;217723.00195195776;0.0;217723.00195195776;PAULO
20250629-21:24:16.126;ACC006;RENT3;Sell;579;0;579;244.6509591909983;141652.905371588;0.0;141652.905371588;MARIA
20250629-21:24:16.126;ACC006;LREN3;Sell;232;0;232;87.87388442890611;20386.741187506217;0.0;20386.741187506217;MARIA
20250629-21:24:16.126;ACC002;MGLU3;Buy;661;0;661;255.03416787027152;168577.58496224947;0.0;168577.58496224947;JOSE
20250629-21:24:16.126;ACC006;PETR4;Buy;958;0;958;159.9836453689203;153264.33226342563;0.0;153264.33226342563;CARLOS
20250629-21:24:16.126;ACC002;VALE3;Sell;871;0;871;224.3403091424267;195400.40926305365;0.0;195400.40926305365;PAULO
20250629-21:24:16.126;ACC010;VALE3;Buy;885;0;885;211.23057589862543;186939.05967028352;0.0;186939.05967028352;JOSE
20250629-21:24:16.126;ACC008;BBAS3;Sell;326;0;326;314.43527138679076;102505.89847209379;0.0;102505.89847209379;MARIA
20250629-21:24:16.126;ACC007;VALE3;Buy;379;0;379;406.5999271400292;154101.37238607107;0.0;154101.37238607107;JOSE
20250629-21:24:16.126;ACC005;ABEV3;Buy;578;0;578;343.36124849939404;198462.80163264976;0.0;198462.80163264976;ANA
20250629-21:24:16.126;ACC010;BBAS3;Buy;738;0;738;109.91052283680541;81113.96585356239;0.0;81113.96585356239;JOSE
20250629-21:24:16.126;ACC002;LREN3;Sell;181;0;181;225.2171553448358;40764.30511741528;0.0;40764.30511741528;MARIA
20250629-21:24:16.126;ACC009;LREN3;Sell;806;0;806;381.6279646483393;307592.13950656145;0.0;307592.13950656145;ANA
20250629-21:24:16.126;ACC008;PETR4;Sell;480;0;480;338.7585724765254;162604.1147887322;0.0;162604.1147887322;JOSE
20250629-21:24:16.126;ACC002;ABEV3;Sell;102;0;102;350.8563522222823;35787.347926672795;0.0;35787.347926672795;JOSE
20250629-21:24:16.128;ACC002;ABEV3;Buy;697;0;697;162.61481183233133;113342.52384713493;0.0;113342.52384713493;ANA
20250629-21:24:16.128;ACC008;BBAS3;Sell;189;0;189;326.86977466323464;61778.387411351345;0.0;61778.387411351345;MARIA
20250629-21:24:16.128;ACC009;ABEV3;Buy;562;0;562;238.88957808098016;134255.94288151085;0.0;134255.94288151085;CARLOS
20250629-21:24:16.128;ACC004;VALE3;Buy;474;0;474;347.2150387847322;164579.92838396307;0.0;164579.92838396307;JOSE
20250629-21:24:16.128;ACC002;WEGE3;Sell;178;0;178;259.7957096807846;46243.636323179664;0.0;46243.636323179664;ANA
20250629-21:24:16.128;ACC005;PETR4;Sell;277;0;277;178.46693521095457;49435.341053434415;0.0;49435.341053434415;CARLOS
20250629-21:24:16.128;ACC004;RENT3;Sell;935;0;935;289.2697554528104;270467.2213483777;0.0;270467.2213483777;PAULO
20250629-21:24:16.128;ACC008;ITUB4;Sell;412;0;412;255.44309227684025;105242.55401805819;0.0;105242.55401805819;JOSE
20250629-21:24:16.128;ACC007;VALE3;Buy;284;0;284;327.5346614560426;93019.8438535161;0.0;93019.8438535161;JOSE
20250629-21:24:16.128;ACC004;ABEV3;Sell;701;0;701;248.46445384409904;174173.58214471344;0.0;174173.58214471344;MARIA
